pmcid,pmid,source_category,eligibility_status,fulltext_eligible,retracted,is_manuscript,license_code,license_band,flags,eligibility_reason
PMC12431128,40938905,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC12431156,40942682,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC12431165,40939123,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC12431406,40942908,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC12431801,39848137,pmc-fulltext,eligible,yes,no,yes,TDM,tdm,author-manuscript,admissible; retrieval-time gates (currency/authority) apply
PMC12431921,40940579,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC12431999,40938450,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC12432309,40950806,pmc-fulltext,eligible,yes,no,no,CC BY-NC,cc-restrictive,,admissible; retrieval-time gates (currency/authority) apply
PMC12432325,40940699,pmc-fulltext,eligible,yes,no,no,CC BY-NC-ND,cc-restrictive,,admissible; retrieval-time gates (currency/authority) apply
PMC12432464,40882196,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC12432546,40948667,pmc-fulltext,eligible,yes,no,no,CC BY-NC,cc-restrictive,,admissible; retrieval-time gates (currency/authority) apply
PMC12432641,40938598,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC12432666,40949676,pmc-fulltext,eligible,yes,no,no,CC BY-NC-ND,cc-restrictive,,admissible; retrieval-time gates (currency/authority) apply
PMC12433253,40949612,pmc-fulltext,eligible,yes,no,no,CC BY-NC,cc-restrictive,,admissible; retrieval-time gates (currency/authority) apply
PMC12433342,40588669,pmc-fulltext,eligible,yes,no,no,CC BY-NC-ND,cc-restrictive,,admissible; retrieval-time gates (currency/authority) apply
PMC12433532,40227643,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC12433539,40294306,pmc-fulltext,eligible,yes,no,no,CC BY-NC,cc-restrictive,,admissible; retrieval-time gates (currency/authority) apply
PMC12433662,40955309,pmc-fulltext,eligible,yes,no,no,CC BY-NC,cc-restrictive,,admissible; retrieval-time gates (currency/authority) apply
PMC12433725,40955230,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC12433759,40947482,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC12433760,40947441,pmc-fulltext,eligible,yes,no,no,CC BY-NC-ND,cc-restrictive,,admissible; retrieval-time gates (currency/authority) apply
PMC12434011,40959632,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC12434231,40140245,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC12434242,40221237,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC12434247,40312256,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC12434252,40180875,pmc-fulltext,eligible,yes,no,no,CC BY-NC-ND,cc-restrictive,,admissible; retrieval-time gates (currency/authority) apply
PMC12434265,40102146,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC12434267,40064558,pmc-fulltext,eligible,yes,no,no,CC BY-NC-ND,cc-restrictive,,admissible; retrieval-time gates (currency/authority) apply
PMC12434271,40204581,pmc-fulltext,eligible,yes,no,no,CC BY-NC-ND,cc-restrictive,,admissible; retrieval-time gates (currency/authority) apply
PMC12434275,40118731,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC12434277,40074652,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC12434601,40951940,pmc-fulltext,eligible,yes,no,no,CC BY-NC-ND,cc-restrictive,,admissible; retrieval-time gates (currency/authority) apply
PMC12434604,40951936,pmc-fulltext,eligible,yes,no,no,CC BY-NC-ND,cc-restrictive,,admissible; retrieval-time gates (currency/authority) apply
PMC12434606,40948447,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC12434610,40951925,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC12434688,40959537,pmc-fulltext,eligible,yes,no,no,CC BY-NC-ND,cc-restrictive,,admissible; retrieval-time gates (currency/authority) apply
PMC12434703,40959580,pmc-fulltext,eligible,yes,no,no,CC BY-NC,cc-restrictive,,admissible; retrieval-time gates (currency/authority) apply
PMC12434704,40951960,pmc-fulltext,eligible,yes,no,no,CC BY-NC-ND,cc-restrictive,,admissible; retrieval-time gates (currency/authority) apply
PMC12434706,40951978,pmc-fulltext,eligible,yes,no,no,CC BY-NC-ND,cc-restrictive,,admissible; retrieval-time gates (currency/authority) apply
PMC12435140,40583127,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC12435994,40959270,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC12436155,40527901,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC12436158,40369231,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC12436184,40467855,pmc-fulltext,eligible,yes,no,no,CC BY-NC-ND,cc-restrictive,,admissible; retrieval-time gates (currency/authority) apply
PMC12436195,40307424,pmc-fulltext,eligible,yes,no,no,CC BY-NC-ND,cc-restrictive,,admissible; retrieval-time gates (currency/authority) apply
PMC12436269,40952592,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC12436311,40963573,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC12436984,40954944,pmc-fulltext,eligible,yes,no,no,CC BY-NC,cc-restrictive,,admissible; retrieval-time gates (currency/authority) apply
PMC12437157,40963977,pmc-fulltext,eligible,yes,no,no,CC BY-NC,cc-restrictive,,admissible; retrieval-time gates (currency/authority) apply
PMC12437163,40964139,pmc-fulltext,eligible,yes,no,no,CC BY-NC,cc-restrictive,,admissible; retrieval-time gates (currency/authority) apply
PMC12437175,40947760,pmc-fulltext,eligible,yes,no,no,CC BY-NC-ND,cc-restrictive,,admissible; retrieval-time gates (currency/authority) apply
PMC12437240,40955614,pmc-fulltext,eligible,yes,no,no,CC BY-NC,cc-restrictive,,admissible; retrieval-time gates (currency/authority) apply
PMC12438449,40955474,pmc-fulltext,eligible,yes,no,no,CC BY-NC,cc-restrictive,,admissible; retrieval-time gates (currency/authority) apply
PMC12438451,40955476,pmc-fulltext,eligible,yes,no,no,CC BY-NC-ND,cc-restrictive,,admissible; retrieval-time gates (currency/authority) apply
PMC12438977,40754806,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC12438988,40785579,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC12439032,40955720,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC12439102,40963950,pmc-fulltext,eligible,yes,no,yes,TDM,tdm,author-manuscript,admissible; retrieval-time gates (currency/authority) apply
PMC12439292,40857855,pmc-fulltext,eligible,yes,no,yes,TDM,tdm,author-manuscript,admissible; retrieval-time gates (currency/authority) apply
PMC12439406,40958121,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC12439490,40939126,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC12439638,40964122,pmc-fulltext,eligible,yes,no,no,CC BY-NC,cc-restrictive,,admissible; retrieval-time gates (currency/authority) apply
PMC12439656,40964132,pmc-fulltext,eligible,no,no,no,CC BY-NC,cc-restrictive,stub,admissible; retrieval-time gates (currency/authority) apply
PMC12440058,40963751,pmc-fulltext,eligible,yes,no,no,CC BY-NC-ND,cc-restrictive,preprint,admissible; retrieval-time gates (currency/authority) apply
PMC12440321,40957073,pmc-fulltext,eligible,yes,yes,no,CC BY,open,retracted,admissible; retrieval-time gates (currency/authority) apply
PMC12440470,40963735,pmc-fulltext,eligible,yes,no,yes,CC BY,open,author-manuscript,admissible; retrieval-time gates (currency/authority) apply
PMC12440570,40824894,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC12440976,40969184,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC12441263,40969221,pmc-fulltext,eligible,yes,no,no,CC BY-NC,cc-restrictive,,admissible; retrieval-time gates (currency/authority) apply
PMC12441586,40631430,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC12441589,40474237,pmc-fulltext,eligible,yes,no,no,CC BY-NC-ND,cc-restrictive,,admissible; retrieval-time gates (currency/authority) apply
PMC12441591,40622016,pmc-fulltext,eligible,yes,no,no,CC BY-NC-ND,cc-restrictive,,admissible; retrieval-time gates (currency/authority) apply
PMC12441735,40959898,pmc-fulltext,eligible,yes,no,no,CC BY-NC-ND,cc-restrictive,,admissible; retrieval-time gates (currency/authority) apply
PMC12441736,40959879,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC12441808,40960068,pmc-fulltext,eligible,yes,no,no,CC BY-NC,cc-restrictive,,admissible; retrieval-time gates (currency/authority) apply
PMC12442050,40960201,pmc-fulltext,eligible,yes,no,no,CC BY-NC-ND,cc-restrictive,,admissible; retrieval-time gates (currency/authority) apply
PMC12442260,40958103,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC12442312,40717457,pmc-fulltext,eligible,yes,no,yes,TDM,tdm,author-manuscript,admissible; retrieval-time gates (currency/authority) apply
PMC12442454,40801848,pmc-fulltext,eligible,yes,no,no,CC BY-NC,cc-restrictive,,admissible; retrieval-time gates (currency/authority) apply
PMC12442603,40619587,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC12442931,39723582,pmc-fulltext,eligible,yes,no,yes,TDM,tdm,author-manuscript,admissible; retrieval-time gates (currency/authority) apply
PMC12443037,40953349,pmc-fulltext,eligible,yes,no,no,CC BY-NC-ND,cc-restrictive,,admissible; retrieval-time gates (currency/authority) apply
PMC12443060,40969174,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC12443162,40746092,pmc-fulltext,eligible,yes,no,yes,TDM,tdm,author-manuscript,admissible; retrieval-time gates (currency/authority) apply
PMC12443190,40962341,pmc-fulltext,eligible,yes,no,no,CC BY-NC,cc-restrictive,,admissible; retrieval-time gates (currency/authority) apply
PMC12443197,40970099,pmc-fulltext,eligible,yes,no,yes,TDM,tdm,author-manuscript,admissible; retrieval-time gates (currency/authority) apply
PMC12443256,40961040,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC12443304,40961037,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC12443458,40970035,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC12443521,40969839,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC12443616,40770094,pmc-fulltext,eligible,yes,no,no,CC BY-NC-ND,cc-restrictive,,admissible; retrieval-time gates (currency/authority) apply
PMC12444065,40958751,pmc-fulltext,eligible,yes,no,no,CC BY-NC-ND,cc-restrictive,,admissible; retrieval-time gates (currency/authority) apply
PMC12444172,40818647,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC12444202,40785301,pmc-fulltext,eligible,yes,no,no,CC BY-NC,cc-restrictive,,admissible; retrieval-time gates (currency/authority) apply
PMC12444222,40902155,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC12444947,40965291,pmc-fulltext,eligible,yes,no,no,CC BY-NC,cc-restrictive,,admissible; retrieval-time gates (currency/authority) apply
PMC12445150,40979196,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC12445197,40965463,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC12445844,40966614,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC12445880,40823949,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC12445991,40968249,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC12445992,40968330,pmc-fulltext,eligible,yes,no,no,CC BY-NC,cc-restrictive,,admissible; retrieval-time gates (currency/authority) apply
PMC12446075,40980194,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC12446110,40968282,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC12446212,40911419,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC12446550,40979450,pmc-fulltext,eligible,yes,no,no,CC BY-NC-ND,cc-restrictive,,admissible; retrieval-time gates (currency/authority) apply
PMC12446708,40968689,pmc-fulltext,eligible,yes,no,no,CC BY-NC-ND,cc-restrictive,,admissible; retrieval-time gates (currency/authority) apply
PMC12447110,40970383,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC12447249,40970479,pmc-fulltext,eligible,yes,no,no,CC BY-NC,cc-restrictive,,admissible; retrieval-time gates (currency/authority) apply
PMC12447272,40979202,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC12447846,40977796,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC12447976,40978713,pmc-fulltext,eligible,yes,no,no,CC BY-NC,cc-restrictive,,admissible; retrieval-time gates (currency/authority) apply
PMC12448035,40978150,pmc-fulltext,eligible,yes,no,no,CC BY-NC-ND,cc-restrictive,,admissible; retrieval-time gates (currency/authority) apply
PMC12448431,40770951,pmc-fulltext,eligible,yes,no,yes,TDM,tdm,author-manuscript,admissible; retrieval-time gates (currency/authority) apply
PMC12448569,39901828,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC12448613,40979467,pmc-fulltext,eligible,yes,no,no,CC BY-NC-ND,cc-restrictive,,admissible; retrieval-time gates (currency/authority) apply
PMC12449132,40979234,pmc-fulltext,eligible,yes,no,no,CC BY-NC,cc-restrictive,,admissible; retrieval-time gates (currency/authority) apply
PMC12449275,40978711,pmc-fulltext,eligible,yes,no,no,CC BY-NC,cc-restrictive,,admissible; retrieval-time gates (currency/authority) apply
PMC12449571,40978844,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC12449591,40754800,pmc-fulltext,eligible,yes,no,no,CC BY,open,,admissible; retrieval-time gates (currency/authority) apply
PMC12449602,40754811,pmc-fulltext,eligible,yes,no,no,CC BY-NC,cc-restrictive,,admissible; retrieval-time gates (currency/authority) apply
PMC12449608,40767080,pmc-fulltext,eligible,yes,no,no,CC BY-NC,cc-restrictive,,admissible; retrieval-time gates (currency/authority) apply
PMC12449609,40785308,pmc-fulltext,eligible,yes,no,no,CC BY-NC,cc-restrictive,,admissible; retrieval-time gates (currency/authority) apply
PMC12449977,40728175,pmc-fulltext,eligible,yes,no,no,CC BY-NC,cc-restrictive,,admissible; retrieval-time gates (currency/authority) apply
PMC12450062,37343679,pmc-fulltext,eligible,yes,no,yes,TDM,tdm,author-manuscript,admissible; retrieval-time gates (currency/authority) apply
PMC12450161,40610846,pmc-fulltext,eligible,yes,no,no,CC BY-NC,cc-restrictive,,admissible; retrieval-time gates (currency/authority) apply
PMC12450182,40684402,pmc-fulltext,eligible,yes,no,no,CC BY-NC,cc-restrictive,,admissible; retrieval-time gates (currency/authority) apply
PMC12450196,40858919,pmc-fulltext,eligible,yes,no,no,CC BY-NC,cc-restrictive,,admissible; retrieval-time gates (currency/authority) apply
PMC12450216,40730714,pmc-fulltext,eligible,yes,no,no,CC BY-NC,cc-restrictive,,admissible; retrieval-time gates (currency/authority) apply
